 #-----------------------------------------------#
 # List of location for External source
 # index of element, dt, cx, cy
 # How to coupling:
 # You need to obtain accerelation time series at cx, cy with dt, from other numerical solution.
 # Then, please make input files named as 'EXTXXXXX.dat' (XXXXX is index of element with zero padding).
 # (Ex. EXT00012.dat)
 # The contents should be t, ax, az
 #-----------------------------------------------#
   384,          0.00080000,      17000.00000000,     -35000.00000000
   385,          0.00080000,      19000.00000000,     -35000.00000000
   386,          0.00080000,      21000.00000000,     -35000.00000000
   387,          0.00080000,      23000.00000000,     -35000.00000000
   432,          0.00080000,      13000.00000000,     -33000.00000000
   433,          0.00080000,      15000.00000000,     -33000.00000000
   438,          0.00080000,      25000.00000000,     -33000.00000000
   439,          0.00080000,      27000.00000000,     -33000.00000000
   481,          0.00080000,      11000.00000000,     -31000.00000000
   482,          0.00080000,      13000.00000000,     -31000.00000000
   489,          0.00080000,      27000.00000000,     -31000.00000000
   490,          0.00080000,      29000.00000000,     -31000.00000000
   531,          0.00080000,      11000.00000000,     -29000.00000000
   540,          0.00080000,      29000.00000000,     -29000.00000000
   581,          0.00080000,      11000.00000000,     -27000.00000000
   590,          0.00080000,      29000.00000000,     -27000.00000000
   631,          0.00080000,      11000.00000000,     -25000.00000000
   640,          0.00080000,      29000.00000000,     -25000.00000000
   681,          0.00080000,      11000.00000000,     -23000.00000000
   690,          0.00080000,      29000.00000000,     -23000.00000000
   731,          0.00080000,      11000.00000000,     -21000.00000000
   740,          0.00080000,      29000.00000000,     -21000.00000000
   781,          0.00080000,      11000.00000000,     -19000.00000000
   782,          0.00080000,      13000.00000000,     -19000.00000000
   789,          0.00080000,      27000.00000000,     -19000.00000000
   790,          0.00080000,      29000.00000000,     -19000.00000000
   832,          0.00080000,      13000.00000000,     -17000.00000000
   833,          0.00080000,      15000.00000000,     -17000.00000000
   838,          0.00080000,      25000.00000000,     -17000.00000000
   839,          0.00080000,      27000.00000000,     -17000.00000000
   884,          0.00080000,      17000.00000000,     -15000.00000000
   885,          0.00080000,      19000.00000000,     -15000.00000000
   886,          0.00080000,      21000.00000000,     -15000.00000000
   887,          0.00080000,      23000.00000000,     -15000.00000000
